"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
58,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",165,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
59,"housemaid","married","basic.4y","","no","no","cellular","jul","tue",121,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
35,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",21,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
27,"admin.","single","university.degree","no","yes","no","telephone","sep","mon",13,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
32,"admin.","married","professional.course","no","yes","no","cellular","jul","wed",173,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
28,"blue-collar","married","basic.4y","","yes","no","cellular","jul","thu",44,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
24,"services","single","high.school","no","yes","no","cellular","may","fri",53,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
42,"management","married","high.school","no","no","no","cellular","nov","thu",59,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
56,"admin.","married","basic.9y","no","yes","no","cellular","oct","tue",1573,2,999,1,"failure",-3.4,92.431,-26.9,0.742,5017.5,"no"
47,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",194,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"entrepreneur","married","basic.9y","","no","no","telephone","nov","mon",210,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","may","tue",164,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
45,"admin.","married","basic.6y","","yes","no","telephone","may","wed",200,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"services","married","basic.9y","no","no","no","telephone","may","tue",335,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"admin.","divorced","university.degree","no","yes","no","telephone","may","thu",93,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
29,"services","single","high.school","no","no","yes","telephone","jun","mon",6,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.711,4991.6,"no"
34,"technician","single","university.degree","no","yes","no","cellular","aug","thu",336,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
35,"unemployed","single","basic.6y","","yes","no","cellular","nov","tue",76,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"admin.","married","high.school","","yes","no","cellular","apr","thu",648,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
44,"management","divorced","university.degree","no","yes","no","cellular","apr","fri",230,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
39,"services","married","basic.6y","","yes","no","telephone","jun","wed",100,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
32,"admin.","single","high.school","no","yes","no","cellular","may","thu",149,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
52,"admin.","married","university.degree","no","yes","no","telephone","mar","tue",294,1,999,1,"failure",-1.8,93.369,-34.8,0.646,5008.7,"no"
34,"admin.","married","high.school","no","no","no","cellular","may","wed",350,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
27,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",44,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
33,"admin.","single","university.degree","no","no","yes","cellular","may","thu",49,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
33,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",289,1,999,1,"failure",-1.7,94.215,-40.3,0.827,4991.6,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",184,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
38,"entrepreneur","married","basic.9y","no","yes","no","cellular","nov","mon",555,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
47,"blue-collar","married","basic.9y","","no","no","telephone","jun","wed",47,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
37,"housemaid","married","high.school","","no","yes","cellular","aug","thu",534,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
29,"admin.","single","high.school","no","no","no","cellular","jul","fri",144,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"blue-collar","married","","no","no","no","cellular","jul","wed",59,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"entrepreneur","married","university.degree","no","yes","no","telephone","may","mon",247,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
20,"student","single","basic.4y","no","yes","yes","cellular","apr","tue",278,4,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",247,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"blue-collar","single","basic.4y","no","","","telephone","may","wed",489,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"retired","married","basic.4y","","yes","no","cellular","jul","fri",1689,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
37,"housemaid","married","basic.4y","no","yes","no","cellular","aug","wed",130,6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"admin.","single","high.school","no","no","no","telephone","may","wed",240,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
30,"","divorced","university.degree","no","no","yes","cellular","aug","thu",106,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"management","married","high.school","no","yes","yes","cellular","aug","fri",313,4,999,2,"failure",-2.9,92.201,-31.4,0.869,5076.2,"no"
28,"management","married","university.degree","no","yes","no","telephone","jun","wed",695,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
32,"technician","single","professional.course","no","no","no","cellular","may","fri",153,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
41,"management","married","","no","no","no","telephone","may","fri",718,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
39,"management","married","basic.6y","","yes","no","telephone","jun","fri",38,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
39,"admin.","single","high.school","no","no","no","telephone","jun","mon",202,1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
52,"technician","married","basic.6y","","no","no","cellular","may","thu",152,3,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
38,"admin.","married","high.school","no","no","no","telephone","jun","tue",147,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
31,"technician","married","university.degree","no","","","cellular","nov","tue",104,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
34,"management","married","university.degree","no","yes","no","cellular","mar","tue",225,5,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"no"
36,"student","single","basic.9y","no","yes","no","telephone","may","mon",256,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"technician","single","university.degree","no","no","no","cellular","jul","fri",129,2,6,1,"success",-1.7,94.215,-40.3,0.861,4991.6,"no"
42,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"technician","single","professional.course","no","no","no","cellular","aug","thu",14,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
37,"management","married","university.degree","no","yes","yes","telephone","aug","tue",365,2,6,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"no"
44,"technician","single","university.degree","no","no","no","cellular","nov","mon",396,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
45,"technician","married","professional.course","no","yes","no","cellular","jul","wed",95,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",544,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
29,"unemployed","married","basic.4y","no","no","no","telephone","dec","thu",805,1,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
33,"admin.","married","high.school","no","no","yes","telephone","may","mon",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"services","married","professional.course","no","no","no","cellular","nov","thu",161,7,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
62,"retired","married","university.degree","no","no","no","cellular","nov","thu",483,2,6,3,"success",-1.1,94.767,-50.8,1.031,4963.6,"yes"
55,"management","married","university.degree","","no","no","telephone","may","tue",142,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"admin.","single","high.school","","yes","no","telephone","jul","thu",35,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
47,"admin.","married","university.degree","no","no","yes","telephone","jun","tue",24,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
53,"housemaid","married","","no","yes","no","cellular","nov","thu",65,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
51,"technician","single","professional.course","no","no","no","cellular","aug","wed",1740,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
61,"retired","married","basic.4y","no","yes","no","cellular","nov","mon",301,1,9,3,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes"
30,"technician","single","professional.course","no","yes","no","cellular","aug","mon",244,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"technician","married","university.degree","no","yes","no","cellular","oct","fri",141,1,7,2,"failure",-3.4,92.431,-26.9,0.739,5017.5,"no"
44,"admin.","married","professional.course","no","yes","no","telephone","nov","mon",762,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
32,"admin.","married","university.degree","","no","no","telephone","may","wed",361,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
33,"admin.","single","university.degree","no","no","no","cellular","aug","wed",97,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
48,"technician","divorced","professional.course","no","yes","no","cellular","jul","wed",118,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
62,"technician","married","","no","no","yes","cellular","jul","mon",123,2,6,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"no"
32,"technician","married","university.degree","no","no","no","cellular","jun","mon",132,3,999,1,"failure",-1.7,94.055,-39.8,0.754,4991.6,"no"
40,"technician","single","professional.course","no","yes","yes","cellular","apr","mon",538,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",1297,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
34,"admin.","single","high.school","no","no","no","cellular","sep","thu",204,1,12,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"yes"
53,"admin.","divorced","high.school","no","no","yes","cellular","aug","fri",1567,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
29,"admin.","single","high.school","no","yes","yes","cellular","jul","fri",67,11,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
29,"technician","","high.school","no","yes","no","cellular","aug","wed",78,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"admin.","married","high.school","no","no","no","cellular","may","thu",350,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
32,"technician","single","professional.course","no","yes","no","cellular","may","mon",242,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
35,"services","married","basic.9y","no","no","no","telephone","may","thu",95,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
24,"student","single","high.school","no","yes","yes","cellular","sep","wed",251,2,6,2,"success",-1.1,94.199,-37.5,0.876,4963.6,"yes"
47,"services","married","high.school","","yes","yes","telephone","jun","wed",55,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
35,"services","married","high.school","no","yes","no","telephone","may","wed",126,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
40,"management","divorced","university.degree","","no","no","telephone","may","wed",175,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
38,"admin.","married","basic.9y","","yes","no","telephone","may","tue",150,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"admin.","","high.school","no","no","no","telephone","may","mon",182,8,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
44,"management","married","professional.course","no","yes","no","cellular","apr","fri",345,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
81,"retired","married","basic.9y","no","no","no","cellular","may","mon",170,2,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
46,"technician","married","high.school","no","yes","no","cellular","nov","mon",569,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
50,"technician","married","professional.course","no","no","yes","telephone","jun","fri",64,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
36,"admin.","divorced","high.school","no","yes","no","telephone","may","mon",84,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"technician","married","university.degree","no","yes","no","cellular","nov","fri",105,4,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
47,"admin.","married","university.degree","no","yes","no","telephone","may","mon",147,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","single","university.degree","no","no","no","telephone","may","fri",188,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"admin.","married","university.degree","no","no","yes","cellular","aug","fri",944,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
41,"housemaid","married","basic.4y","","yes","no","cellular","aug","thu",92,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"technician","single","high.school","no","no","no","telephone","may","wed",152,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"admin.","single","university.degree","no","no","yes","cellular","may","mon",11,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
36,"admin.","married","university.degree","no","yes","yes","cellular","jul","mon",1669,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
33,"technician","single","professional.course","no","yes","no","cellular","mar","tue",459,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
50,"blue-collar","married","basic.6y","","no","yes","cellular","nov","mon",120,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
37,"blue-collar","married","professional.course","no","yes","no","telephone","jun","thu",65,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",337,1,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes"
40,"management","divorced","university.degree","no","no","no","cellular","aug","fri",183,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"no"
33,"technician","married","university.degree","","no","no","telephone","jun","thu",67,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
34,"admin.","single","high.school","no","yes","yes","telephone","may","wed",230,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
29,"blue-collar","married","basic.6y","no","","","telephone","may","fri",8,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
38,"admin.","single","professional.course","no","no","no","telephone","may","mon",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
61,"retired","married","basic.9y","no","no","yes","cellular","mar","tue",125,2,999,0,"nonexistent",-1.8,92.843,-50,1.556,5099.1,"no"
49,"admin.","divorced","high.school","no","no","no","cellular","jul","mon",21,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
46,"blue-collar","married","basic.9y","","no","no","cellular","aug","fri",140,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
42,"management","married","high.school","no","no","no","telephone","jun","fri",20,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
54,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",119,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
35,"technician","married","professional.course","no","yes","yes","telephone","may","fri",14,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",87,1,999,2,"failure",-2.9,92.201,-31.4,0.879,5076.2,"no"
46,"technician","married","professional.course","no","no","no","cellular","apr","tue",279,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
35,"admin.","married","high.school","","no","no","cellular","jul","fri",451,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"blue-collar","married","","no","no","no","cellular","apr","thu",1174,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
45,"","married","","","yes","yes","telephone","jun","tue",138,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
55,"management","married","basic.9y","no","no","no","cellular","nov","fri",189,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
34,"unemployed","married","high.school","no","yes","no","cellular","nov","thu",562,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
29,"blue-collar","single","basic.9y","no","","","cellular","apr","thu",350,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
28,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","mon",243,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"blue-collar","single","basic.9y","","no","no","telephone","may","wed",294,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"blue-collar","married","basic.4y","no","no","no","telephone","jun","wed",357,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
30,"admin.","single","high.school","no","yes","no","cellular","may","fri",532,5,999,0,"nonexistent",-1.8,93.876,-40,0.684,5008.7,"yes"
51,"blue-collar","married","basic.4y","no","no","no","cellular","jul","fri",46,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"technician","married","professional.course","no","no","no","telephone","may","tue",103,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"self-employed","married","basic.9y","no","yes","no","cellular","aug","thu",793,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
29,"student","single","professional.course","no","no","no","telephone","nov","fri",232,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
31,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","wed",838,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
31,"admin.","divorced","high.school","no","no","no","cellular","may","tue",101,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
24,"student","single","university.degree","no","yes","yes","telephone","may","fri",65,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
39,"unemployed","married","university.degree","no","no","no","telephone","may","wed",191,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
29,"technician","single","professional.course","no","yes","yes","cellular","aug","tue",110,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
28,"admin.","single","high.school","no","yes","no","telephone","may","thu",243,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",565,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","thu",195,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
30,"admin.","single","high.school","no","","","telephone","may","mon",139,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"services","single","high.school","no","no","no","telephone","may","thu",130,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
74,"retired","divorced","basic.4y","no","yes","no","cellular","aug","wed",536,1,13,1,"success",-2.9,92.201,-31.4,0.854,5076.2,"yes"
54,"admin.","married","university.degree","","yes","no","cellular","jul","thu",65,43,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
33,"admin.","married","university.degree","no","no","no","cellular","mar","fri",121,2,999,1,"failure",-1.8,93.369,-34.8,0.649,5008.7,"no"
57,"admin.","married","basic.4y","","yes","no","cellular","jul","tue",150,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"technician","single","university.degree","no","no","no","cellular","jun","mon",516,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"no"
42,"retired","married","basic.9y","","yes","no","telephone","may","wed",198,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",333,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
41,"services","divorced","high.school","no","yes","yes","telephone","may","wed",60,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
42,"admin.","divorced","high.school","no","yes","no","telephone","nov","mon",124,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
61,"technician","married","professional.course","no","no","no","cellular","oct","thu",174,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"no"
49,"entrepreneur","married","university.degree","","yes","yes","cellular","may","thu",197,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
49,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",62,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
46,"blue-collar","married","basic.6y","no","no","no","telephone","jun","thu",144,10,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
46,"admin.","divorced","high.school","no","yes","no","telephone","oct","fri",3253,1,999,0,"nonexistent",-0.1,93.798,-40.4,5.045,5195.8,"no"
36,"admin.","single","","no","no","no","cellular","jul","tue",133,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
38,"management","married","professional.course","","yes","no","cellular","nov","wed",58,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
60,"admin.","married","university.degree","","no","no","telephone","jun","wed",521,11,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
24,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",158,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,"yes"
33,"admin.","married","high.school","no","yes","no","cellular","sep","thu",202,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
28,"self-employed","single","university.degree","no","yes","no","telephone","jun","mon",73,2,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
40,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",514,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"unemployed","divorced","university.degree","no","yes","yes","cellular","apr","tue",66,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no"
34,"services","married","high.school","no","yes","no","cellular","may","fri",320,3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
52,"housemaid","married","basic.6y","","no","no","cellular","aug","wed",217,11,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"technician","married","professional.course","","yes","yes","telephone","aug","thu",31,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
34,"management","married","university.degree","no","no","no","telephone","may","fri",66,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
57,"management","married","university.degree","no","yes","yes","cellular","nov","tue",609,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"yes"
37,"entrepreneur","single","university.degree","no","yes","no","telephone","may","mon",744,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","single","university.degree","no","no","yes","cellular","aug","tue",371,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
26,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",256,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
55,"technician","divorced","professional.course","","no","no","cellular","aug","tue",700,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
49,"admin.","married","university.degree","","yes","no","telephone","jul","mon",18,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
42,"admin.","single","university.degree","no","no","no","cellular","aug","mon",14,11,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"admin.","married","university.degree","no","no","no","telephone","may","mon",643,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"technician","married","professional.course","no","yes","no","cellular","aug","tue",133,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
49,"technician","divorced","professional.course","no","yes","no","cellular","oct","fri",251,2,3,1,"success",-1.1,94.601,-49.5,0.972,4963.6,"yes"
30,"admin.","single","university.degree","no","no","no","telephone","may","tue",266,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"technician","married","university.degree","no","no","yes","telephone","may","thu",141,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
32,"management","married","university.degree","no","yes","no","cellular","aug","tue",377,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"admin.","divorced","university.degree","","yes","yes","cellular","jul","wed",123,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"admin.","married","university.degree","no","no","no","telephone","jul","tue",56,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
41,"technician","married","professional.course","no","yes","no","cellular","aug","thu",306,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
22,"admin.","single","high.school","no","yes","no","telephone","jul","wed",293,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
27,"services","single","high.school","no","yes","no","cellular","jul","tue",236,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
37,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",203,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
30,"housemaid","married","high.school","","yes","no","telephone","may","fri",175,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
32,"admin.","married","high.school","no","no","no","telephone","jun","wed",103,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
44,"blue-collar","divorced","","no","no","no","telephone","may","thu",76,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
54,"retired","divorced","basic.4y","","yes","no","cellular","jul","tue",188,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"technician","divorced","","no","yes","no","cellular","jul","thu",46,21,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
43,"management","married","university.degree","no","yes","yes","cellular","apr","mon",21,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
